Date,Account_Number,Amount,Description
2024-03-04,MPTZ06649375000153,822.49,shopping
2024-06-27,AZEL83470994246789,1581.57,dining
2024-01-13,FFZZ33593989194883,1605.36,donations
2024-01-16,TDFS17382497202919,771.67,shopping
2024-02-24,GZFC03089695017613,1824.67,transportation
2024-11-25,XPWK04636643781670,1319.69,education
2024-06-14,TDCI89864279571496,831.48,travel
2024-08-26,GAON70140615161380,431.19,utilities
2024-07-04,BVAJ13059429876828,299.08,travel
2024-06-23,YLRE84400088957552,1707.16,travel
2024-02-20,LPGK40353872185110,947.65,shopping
2024-09-19,IVER78279057129331,1325.36,travel
2024-08-22,SZCC10063895235547,409.8,subscriptions
2024-10-07,KJNO26031218626415,236.67,insurance
2024-05-03,DVJR58241830754146,299.7,insurance
2024-03-05,DZXP96818662327964,1441.81,education
2024-12-15,VDVN83700118498586,966.7,groceries
2024-10-25,HOZI91919705827584,1106.68,health_and_fitness
2024-10-30,SJSW29656304721236,1355.29,utilities
2024-10-01,JZPM89629425384511,1040.43,transportation
2024-05-28,VXGI64329095545021,878.69,shopping
2024-01-10,VIDU63746270791694,909.43,transportation
2024-05-14,USMX74356106431969,1743.22,dining
2024-01-09,IKCO40420538130936,950.12,shopping
2024-07-12,REFD95299313740258,1343.38,health_and_fitness
2024-12-13,UUDZ77042331852968,1692.55,subscriptions
2024-11-06,OZHQ72580664401544,1790.16,shopping
2023-12-25,UFLS11563297197845,1944.57,entertainment
2024-06-04,AGXD36231013789510,278.35,education
2024-02-14,FTFQ71400410648908,721.85,travel
2024-06-07,QUGI97246145379544,1128.57,home_improvement
2024-11-16,ZDUS65854301024132,1449.98,business
2024-03-24,APKS51370346571310,1971.04,insurance
2024-03-07,DIUB33428384879691,1646.29,education
2024-04-21,QSOO63140712615985,939.36,home_improvement
2024-05-21,ALJA97278513185155,1852.43,donations
2024-09-05,ETNP01525661765154,951.82,shopping
2024-01-29,VCQK85227732305695,58.81,utilities
2024-11-17,JASP79373055793325,1154.52,travel
2024-06-16,TKNZ66060138259927,171.58,utilities
2024-11-11,XHQU87310318307587,856.58,utilities
2024-04-11,OZHC25294035553710,571.23,insurance
2024-04-14,AVLY56516497611244,118.48,subscriptions
2024-11-19,YXQJ21905318076244,1120.7,dining
2024-07-19,TUCM41116723607658,1049.61,education
2024-11-18,KBNX90458535844267,601.26,education
2024-05-14,WDWK27320214454142,1401.57,insurance
2024-07-27,KTPU34251977151464,1637.33,home_improvement
2024-09-10,AQSV81944521227096,1481.14,dining
2024-09-04,ANRQ54727595376289,1498.56,misc
2024-06-21,DAIY56828468683119,1104.93,donations
2024-04-01,XXKQ90975941092610,1002.34,health_and_fitness
2024-04-13,AOPU55566867173199,1859.19,groceries
2024-02-22,TYKF46660416921009,61.75,dining
2024-02-12,TWBP88801257466879,870.91,home_improvement
2024-11-22,QQKY98676019467152,1045.45,business
2024-03-12,ASLZ33061496297555,256.74,donations
2024-04-22,XDKX72661820686961,702.84,travel
2024-09-24,ZQFU84000915812001,1508.57,education
2024-05-21,UARU45359603510080,1096.92,health_and_fitness
2024-10-21,WAMO27707378305959,111.43,business
2024-08-03,VOAC03030563230399,913.33,education
2024-12-14,UOXE96817194095650,1459.63,travel
2024-02-10,DPVH52785909063832,36.85,business
2024-08-12,TRDD74857886364950,802.24,donations
2024-03-08,SMVU71116852728485,1060.12,insurance
2024-09-11,OALF97495224529291,1762.99,dining
2024-01-18,PKXP16920720918979,267.59,subscriptions
2024-04-05,JODE77172145348538,1499.07,insurance
2024-11-28,EICA95479053508243,41.71,dining
2024-10-19,HMZH85394461362919,844.1,insurance
2024-08-23,KNXT12002757914112,294.8,subscriptions
2024-01-25,WBHL95762771958182,1447.56,subscriptions
2024-11-22,PZYU21615848845520,327.29,home_improvement
2024-08-06,CTVA54958839258324,724.8,business
2024-05-26,YCCF04946269458480,21.03,education
2024-11-15,SOPQ83310186161019,289.18,groceries
2024-05-05,WNBO32201559362801,712.7,utilities
2024-08-24,QATZ06736732443831,1327.63,groceries
2024-03-18,BADE15404421803606,1203.61,insurance
2024-08-21,QSAT52206713466051,1417.24,health_and_fitness
2024-06-08,GPLE14313892517772,1522.94,home_improvement
2024-10-27,DFPT53117756820228,728.23,shopping
2024-03-11,BNKF42588280598447,913.45,groceries
2024-06-16,HCFQ35020061226289,708.53,utilities
2024-09-26,JKSS82774578393159,1914.98,donations
2024-02-19,HCFR51155536908973,540.96,misc
2024-06-07,HOWN60991845168998,1249.56,groceries
2024-07-05,GLBC84652463054610,1178.28,entertainment
2024-06-10,PBPR08426852163181,1799.68,entertainment
2024-03-09,KWDU19992997384538,75.79,business
2024-06-10,WORJ45203072426548,394.51,health_and_fitness
2024-06-25,MRYX83941334422053,1882.45,business
2024-08-11,ZLPC30085428077097,1349.35,donations
2024-11-27,WKWY72545423315075,338.27,insurance
2024-04-12,PWKX58769400226627,1710.5,shopping
2024-10-25,SZFV04434398811170,124.12,donations
2024-08-05,VEFY36699364519777,1108.12,home_improvement
2024-07-30,KASY38076799114833,301.26,travel
2024-04-01,PSVH04451315140936,1193.23,utilities
2024-06-17,EQDS19810264999653,1720.58,travel
2024-04-10,CFVK13742524412477,496.97,home_improvement
2024-10-03,AMNA69671464993621,623.38,misc
2024-12-11,DYRU07103157732333,644.54,shopping
2024-03-15,CHYL66433233401657,1553.0,donations
2024-04-18,ZVTR81301983212352,93.13,business
2024-02-02,PFBL39356256033151,1332.01,dining
2024-11-18,TFNM98117789797837,862.92,education
2024-05-15,NNAB17817681650426,1907.93,dining
2024-02-23,SGZF33645412046889,1115.76,home_improvement
2024-05-26,JIFN08278514325511,339.96,health_and_fitness
2024-09-20,DMPD33564508555180,1127.92,insurance
2024-11-03,QVLX15493109502495,1163.33,donations
2024-08-22,GXLN71991755175794,902.17,utilities
2024-01-28,QTOI18358396788414,228.55,home_improvement
2024-05-27,IWQZ41865036191965,191.86,travel
2024-11-15,AFPY64408722681175,854.89,dining
2024-05-11,YTWZ17006563116986,1068.96,insurance
2024-11-10,GWPX94677277599562,266.93,dining
2024-03-12,XIKD47336892646204,1016.47,dining
2024-07-17,TSOJ95032084701600,285.52,home_improvement
2024-03-07,LHIM63841208974889,1027.26,groceries
2024-06-07,VDCJ56754668241331,452.92,home_improvement
2024-04-01,KZTE83907827833459,327.2,donations
2024-10-30,NWHY59960957665915,1164.65,travel
2024-01-20,CIDB42749028446780,951.91,business
2024-07-29,JBQG32726032523273,858.15,groceries
2024-08-27,BFQI70553142538130,73.85,subscriptions
2024-01-11,HKBD17469434298052,22.9,entertainment
2024-08-01,FBTV54131729210694,730.58,entertainment
2024-03-04,CCIX72218518817369,641.75,transportation
2024-04-25,UZUR17546963379773,108.07,dining
2024-02-10,AGRE44361260182178,130.78,misc
2024-11-04,VKMI81043987323841,1764.18,utilities
2024-12-01,OLGX90460648225516,1990.23,entertainment
2024-08-03,UZUY35476359133318,1695.97,business
2024-06-06,ELCX83400092149020,480.07,transportation
2024-10-15,UVAL13611383661366,1869.16,insurance
2024-10-07,TRBW75080497094572,17.36,insurance
2024-10-24,SJTG90735426759436,1120.36,transportation
2024-09-24,MSOB00608845671632,485.04,utilities
2024-04-10,LLRP28158423141176,1351.55,insurance
2024-11-11,WXQX18258006677989,1226.08,donations
2024-04-06,ABEI15926631156525,693.94,shopping
2024-04-11,SSPE24010323305906,1114.26,groceries
2024-05-16,MUHT91891649543086,239.94,donations
2024-04-10,EFXF41258217981973,525.24,utilities
2024-09-19,AMNM31679240081483,1356.28,dining
2024-10-16,HHGN82674750022334,1902.61,education
2024-02-26,ZONA75402982138711,13.78,utilities
2024-01-22,DPPB55729973126879,4.84,dining
2024-02-15,IYKP59506905389971,1793.64,subscriptions
2024-10-19,TAQE04359069844737,1631.66,dining
2024-11-29,QZDX73133315672031,929.59,health_and_fitness
2024-06-11,CWJD14434141501223,1440.27,entertainment
2024-06-14,YPYL89391316934173,977.77,utilities
2024-10-31,ZEKS89974310424838,831.12,education
2024-03-18,PHPQ93877673541142,488.12,utilities
2024-02-16,LQCE42429787719465,1731.64,transportation
2024-06-26,FJID32742377367699,1898.77,groceries
2024-08-21,NRJB86404240567252,787.94,shopping
2024-04-22,JCFT32620650402443,313.57,travel
2024-06-09,DWDE72571293290457,292.5,business
2024-05-30,LOKU63957194109396,1275.09,dining
2024-05-12,KCPF60740810136537,675.46,insurance
2024-02-23,OUFA70988195686696,424.59,shopping
2024-11-29,HFLH40140341036566,283.76,entertainment
2024-08-22,RTBW11066413556150,953.35,misc
2024-10-08,XSKR86452387947096,349.77,entertainment
2024-01-28,GWMN36718832876653,1815.16,home_improvement
2024-01-08,RLSS04301494894949,1781.28,subscriptions
2024-08-26,JBEP53946589204902,1622.28,home_improvement
2024-10-01,UOOD84583428009585,1417.25,health_and_fitness
2024-03-31,XKEZ00789863756417,665.89,transportation
2024-05-27,GIYS60898400181878,1885.98,donations
2024-11-06,QGXC13187925493033,1655.04,health_and_fitness
2024-05-16,MHYX91004932164500,1028.18,dining
2024-06-24,DFAV73640664091190,449.78,groceries
2024-09-14,AKZF01124711703968,206.99,subscriptions
2024-07-19,CRGB07234858913069,401.59,travel
2024-07-01,RIYE44753488334862,1413.99,transportation
2024-10-10,QQYL36686537026058,1972.76,misc
2024-09-16,BXCY72715054914353,1789.66,travel
2024-06-05,IRTB53751690281066,961.77,insurance
2024-04-15,HYAV01876724571162,1298.35,health_and_fitness
2024-05-03,UPXT54132799279285,730.47,health_and_fitness
2024-07-28,CTUD02983308331192,1786.37,dining
2024-11-05,WJMS03463743491588,1753.76,travel
2024-12-05,MUJC74457593141451,596.36,travel
2024-11-19,HHNB39225671271926,666.5,insurance
2024-09-19,UYWV12302216095970,1564.94,transportation
2024-02-07,OOCB28067718692300,1567.92,insurance
2024-03-17,WSCH80118585164131,402.28,subscriptions
2024-10-04,GCDR20971484827018,722.7,dining
2024-01-25,UXXA26372499930040,1575.8,groceries
2024-09-05,AYSK36114717469441,883.5,misc
2024-10-26,ZGCN59979431336584,1094.87,home_improvement
2024-04-16,KBIC87997389704051,282.03,utilities
2024-03-14,GABS98578991900840,852.29,home_improvement
2024-07-28,HJRE98697723335703,502.41,entertainment
2024-09-11,RKTE95424656087223,1474.69,business
2024-12-13,HKJC61944301146842,381.12,utilities
2024-05-19,QUAY48204276543857,1331.09,entertainment
2024-09-27,HQSR54826964591381,1983.36,donations
2024-03-23,VPDT72891533333125,195.86,insurance
2024-05-05,KDHY35213600268791,1403.06,subscriptions
2024-09-18,WUHL90699643371702,1881.9,donations
2024-11-06,OZIP81536365600274,161.96,transportation
2024-03-04,TMVQ07823979325017,343.01,groceries
2024-09-10,VKOA29294823652414,635.16,travel
2024-08-25,WVST36981735614708,1968.21,dining
2024-05-07,WZNC94565967096252,75.82,misc
2024-08-26,MBLN67053572595838,1411.4,entertainment
2024-05-14,FGTK46734708990973,1550.11,donations
2024-11-30,SYDA18091837220121,268.79,utilities
2024-01-11,EKIT99140901161446,1002.39,subscriptions
2024-09-17,LQPV13938919869316,1731.05,business
2024-06-17,FIRS11751124597838,140.84,donations
2024-04-18,BKUJ51359578806760,373.29,business
2024-08-11,BLSW54005562623026,1670.38,home_improvement
2024-12-13,XRHU67395512771531,883.23,business
2024-08-27,DKHY54223480898265,1022.13,home_improvement
2023-12-21,KQTR29216186340549,905.07,utilities
2024-01-25,CUIY33760035828467,134.77,transportation
2024-03-05,FPMB01583935503421,1166.84,home_improvement
2024-10-01,EHOC36012445112549,1748.67,dining
2024-07-02,INQJ84238741576019,1785.46,utilities
2024-04-03,WEKM41250201820045,1039.57,subscriptions
2024-06-02,CIVY07393116286558,336.03,donations
2024-01-16,UIAM50183305319663,1041.35,transportation
2024-07-23,RWTQ06666487023901,1482.2,utilities
2024-05-02,XCZL68978757696761,290.81,dining
2024-10-15,UDKS58996074680859,89.6,travel
2024-07-31,TXKP69157872978390,263.69,subscriptions
2024-11-21,DECQ06010811657913,795.53,misc
2024-03-24,EGJN77898699475874,45.79,shopping
2024-10-09,WSYO11863698679117,1670.12,education
2024-08-20,RTPU02416539230382,1768.03,shopping
2024-12-01,RZMU59865951046432,850.01,health_and_fitness
2024-08-26,NMAI48712341993743,497.42,education
2024-04-28,NPXM08246011635286,793.15,shopping
2024-08-06,GMVM62541636090664,1240.69,education
2024-01-04,NLVY20868952109444,1384.9,business
2024-04-14,PBNP42881055535814,1274.11,misc
2024-04-27,FMZC60002708676024,933.37,home_improvement
2024-09-15,QGBN55613878018512,155.19,travel
2024-03-23,HIFH57841990999442,391.25,utilities
2024-12-16,EBNT32939388701818,1629.57,entertainment
2024-12-16,SJJC06815028016280,1319.11,donations
2024-11-06,OWIE30994410167189,1754.3,donations
2024-10-23,TISE12385662914698,793.72,subscriptions
2024-03-29,JXKU06124449497808,739.0,dining
2024-11-05,ULTI67113253758718,1426.84,entertainment
2024-01-28,MPCA37763138567007,96.06,health_and_fitness
2024-03-12,YRKB57360421639650,222.94,misc
2024-10-01,GGGU26200688610968,58.51,home_improvement
2024-01-22,IKLH15764745326518,747.29,subscriptions
2024-01-06,VEPS28964573740654,1491.2,transportation
2024-07-08,TEUB07526219121665,1018.03,health_and_fitness
2024-09-17,MJZJ92904524862035,1790.29,groceries
2024-04-14,HTGK57920405692930,834.27,entertainment
2024-01-12,LTQS13777055746571,1557.4,entertainment
2024-09-25,JMTO88218982091777,1808.98,transportation
2024-02-27,FNOA47353777425502,1287.93,home_improvement
2024-07-20,UUVW33699049372683,533.16,entertainment
2024-11-03,NJCH49079908965152,1998.74,utilities
2024-09-14,TSFZ23720239294578,1542.24,business
2024-08-10,FMEB43052199997925,1605.98,health_and_fitness
2024-04-26,GZBW97944635669317,1774.1,misc
2024-01-13,JBHI70429235259585,1684.33,travel
2024-08-03,VPYC02246783029671,900.96,health_and_fitness
2024-02-27,ODUE21062998874782,573.81,business
2024-09-02,AFBX38818727134388,866.91,utilities
2024-09-07,OJPR98060233518780,345.63,business
2024-10-15,DOTN82285672887775,998.53,transportation
2024-08-17,UAUY53566597658741,148.08,business
2024-06-25,ZMCH18239006627693,670.46,utilities
2024-07-02,VFDO20586035399737,1374.44,business
2024-03-07,VFED92629036717482,358.15,business
2024-01-07,JMQK98623634206056,425.43,utilities
2024-11-19,KAKP71823472276024,1411.89,education
2024-08-10,QAJC96016727245475,1506.42,misc
2024-08-24,JLGO58798538647315,479.0,entertainment
2024-02-19,RDYN70125692943071,1116.29,subscriptions
2024-05-21,GMOD85134041642757,1767.38,entertainment
2024-02-04,TRFV47041961129241,398.34,misc
2024-08-24,UDDJ40148754440364,940.76,health_and_fitness
2024-02-15,EWYL68031576784439,324.85,donations
2024-01-13,UAEX33077552101858,288.09,home_improvement
2024-02-24,OCRG58254723136750,397.14,home_improvement
2024-06-09,XUAD75591479275269,997.19,subscriptions
2024-03-25,YXVO71217366201627,1998.51,travel
2024-07-08,VBUU68484848021173,1845.74,donations
2024-12-02,FLXR06014250872217,1410.52,subscriptions
2024-02-27,WYQY80670360342888,1720.38,travel
2024-08-08,XMKP85336037246648,898.94,groceries
2024-08-25,EPMB21121127301296,48.45,misc
2024-06-22,MLEC09697169257725,1445.57,home_improvement
2024-01-20,PDKB72248430903692,59.99,business
2024-04-14,FWOQ77377745193472,1933.28,dining
2024-01-17,CLAO59020264365122,48.27,insurance
2024-03-19,VMDO51729076151595,1526.99,utilities
2024-08-08,DHDZ25801871100616,992.87,travel
2024-01-28,IXPQ97689447101144,383.94,donations
2024-06-29,NHJE00206276245785,1274.78,insurance
2024-06-17,TCQX26175312415673,621.89,entertainment
2024-01-19,RUGA36091815017130,1551.52,travel
2024-08-15,TFCH72951151924926,1000.71,home_improvement
2024-07-08,BOQS09574276647168,1964.2,business
2024-07-22,MYPM92561533119628,1326.35,subscriptions
2024-11-26,WHIM31332119118204,701.75,groceries
2024-02-20,QYMA03165407204941,1449.03,travel
2023-12-27,FZVO82602356667613,1761.71,dining
2024-03-25,WVKL34409776685384,1360.3,shopping
2024-10-22,TGXL77971541092016,1867.26,home_improvement
2024-08-11,OGHJ89145296902534,1315.41,travel
2024-06-23,KCAK92428367710806,764.47,subscriptions
2024-10-24,YHGF10487690578117,1272.11,donations
2024-01-30,NAXU21207636785900,270.97,dining
2024-08-06,JCXK33895634060219,405.85,health_and_fitness
2024-06-24,SEOQ60708956695420,1147.99,entertainment
2024-06-16,PRLZ48624579297577,650.82,home_improvement
2024-08-27,SWQO21220826330265,43.3,utilities
2024-07-27,JIYN61439566055160,102.07,utilities
2024-01-24,DTPT70760386800771,1763.17,shopping
2024-08-28,XXKE52113702985255,1338.5,dining
2024-11-18,RQNO05809456018152,665.51,shopping
2024-06-07,RPZB25094622132961,1928.67,health_and_fitness
2024-02-28,EGSU53362997151011,1859.64,groceries
2024-11-17,DQHQ69633370502349,387.1,donations
2024-10-08,IFYS47878452431087,673.11,insurance
2024-11-22,UCGG82364280645470,969.46,health_and_fitness
2024-05-26,OECN30471568754711,751.14,health_and_fitness
2024-03-19,LBTQ19120240680271,812.87,dining
2024-01-16,QGUD17619707985377,1088.78,utilities
2023-12-27,AHQW54462520478292,1527.03,home_improvement
2024-10-30,SVQM85409019273070,341.51,misc
2024-01-25,OGQJ29314907412687,397.04,utilities
2024-01-21,QRZJ37981487256567,1405.83,transportation
2024-12-10,BLAD80989615628804,31.23,business
2024-07-02,WOCS71291837750223,547.18,insurance
2024-08-01,OJFW99510938347840,1380.19,insurance
2024-05-09,FHFR09441332815530,1810.41,misc
2024-12-14,AIEJ89395050649552,368.59,health_and_fitness
2024-02-01,MUUW48122971191786,1409.25,business
2024-03-30,USNC87725076545325,1409.75,travel
2024-09-23,QMAW67941202922581,1214.83,business
2024-06-18,MTZG14299428714451,1695.94,transportation
2024-03-23,DOZW49659428433744,1384.6,groceries
2024-08-28,YSFA47018430760417,1170.62,subscriptions
2024-11-29,HQTI51308520971216,967.57,dining
2024-11-02,NTSO46407285104463,1623.04,subscriptions
2024-09-04,HPKR68772331644504,1038.9,home_improvement
2024-03-14,QQIG91761783325611,1061.93,home_improvement
2024-10-15,PHTV41142147567446,874.11,transportation
2024-02-20,LEPL10264298495122,1882.16,utilities
2024-05-05,XWNP43870870816602,1870.12,health_and_fitness
2024-09-07,FUBF24700213750610,1151.45,shopping
2024-01-21,EBRF47962497011298,886.21,dining
2024-11-10,XKHD61759164475802,724.24,insurance
2024-06-17,KJJR89434971518655,1361.67,education
2024-03-25,PLSJ64600685423658,975.77,utilities
2024-02-24,ROPR80161399764754,821.54,groceries
2024-12-20,WDTA34280240262297,1669.43,donations
2024-04-14,KNTZ81091631236528,400.44,home_improvement
2024-03-10,DGSD95172750874087,1736.33,business
2024-11-20,PBOS64351570796354,613.22,transportation
2024-12-18,FCSI34889993595414,430.7,health_and_fitness
2024-01-21,NZLO48157149586334,772.63,dining
2024-05-18,OMQX29982686621760,733.54,entertainment
2024-11-20,ANEG81868388848888,930.75,health_and_fitness
2024-06-05,VLVE50339710933429,515.86,subscriptions
2024-01-31,CSJS02564372299374,1535.12,insurance
2024-02-10,LTHZ76816150654458,1955.56,misc
2024-12-08,UPSM72581032283693,1881.16,health_and_fitness
2024-04-05,UXKC81818614677071,332.73,subscriptions
2024-04-11,ODAE93665397910672,1068.47,shopping
2024-09-26,QEQA29676656992971,655.77,misc
2024-02-24,MAYG91697229380799,1851.23,health_and_fitness
2024-06-11,SURW38593350584399,432.15,dining
2024-11-04,LXVI23171846099842,307.87,subscriptions
2024-10-05,NVJL99605133758038,241.86,entertainment
2024-06-16,OFEB80835138566259,153.29,transportation
2024-08-25,DYLN27221422169267,1509.28,shopping
2023-12-27,KYRR45359539862355,46.51,utilities
2024-11-02,CEEF29050292517885,1.48,education
2024-11-29,NABM06510077179053,1690.46,subscriptions
2024-02-06,ITXC34272971226061,1419.19,home_improvement
2024-02-26,UGGA94665933274597,1098.94,home_improvement
2023-12-25,SAVA12220302354519,59.87,insurance
2024-11-14,QQWI97056229208323,751.1,travel
2024-09-25,TBAZ59388917109869,1091.78,transportation
2024-12-06,MQJK38788468488851,1135.09,groceries
2024-03-03,CITQ14967238860111,691.87,transportation
2024-03-20,VMRS21689182024824,1182.17,misc
2024-04-28,GHTR40892447267489,370.94,transportation
2024-06-11,AITF91072892117156,701.21,entertainment
2024-02-01,IQUK75478432686587,277.22,dining
2024-10-13,XNHX57788568534013,758.69,groceries
2024-02-12,WHYI09870039028218,962.28,shopping
2024-09-24,LAOT11056715865104,1736.77,misc
2023-12-25,PCJA12470881510260,349.53,groceries
2024-10-10,JOXQ98148715999758,1310.33,dining
2024-10-24,IYCA41818927520286,1184.7,groceries
2024-08-07,RHEL49203754506318,1188.54,entertainment
2024-07-21,ZPZI24020346205587,982.28,home_improvement
2024-05-01,VLMN77742784940172,886.9,health_and_fitness
2024-09-10,GCPY08038359141006,1493.74,entertainment
2024-04-24,SENA61001104548938,658.56,dining
2024-01-23,JYNB33558428052011,180.78,home_improvement
2024-10-21,EVKW98270264729999,1152.45,home_improvement
2024-06-06,YUBT36668207803447,1197.16,shopping
2024-02-27,VNDH72789307475092,1.28,transportation
2024-07-10,HBOA91089436763198,1788.25,home_improvement
2024-06-01,LEVI42442335698752,94.01,dining
2023-12-30,JVGT08087481631326,473.69,travel
2024-01-05,VHSK14069691684727,1555.9,home_improvement
2024-05-23,BZEJ54388460284902,1152.36,dining
2024-10-08,NCLO42555992477078,1439.63,health_and_fitness
2024-12-11,SNJE77539079609057,1227.64,entertainment
2024-05-05,ZTAI41828516163011,882.44,misc
2024-09-03,XWNW12182929851554,1793.74,utilities
2024-11-16,RMCK83755580877091,1512.14,business
2024-04-06,GIDQ06623499797835,793.7,education
2024-07-15,IXCE96837024427404,665.18,shopping
2024-02-16,TLFB71152056814429,505.71,transportation
2024-05-22,GUFQ00864186215256,1102.11,donations
2023-12-22,HASO62870923349306,32.53,travel
2024-02-16,PTPQ31768820669594,146.29,donations
2024-11-24,BPDN11797829147395,158.59,subscriptions
2024-10-22,ILRO00523372872422,1485.96,transportation
2024-12-16,VSNE54108070224111,176.63,education
2024-03-17,WYOI53323846239477,1190.21,transportation
2024-02-13,OSZA71759057774570,718.44,travel
2024-02-21,KDJR59690559784697,308.84,subscriptions
2024-01-18,TXYR93869915096857,202.05,donations
2024-02-12,XTOG93935178033095,1204.37,utilities
2024-07-04,GZZU84623265354463,1131.83,donations
2024-03-21,GSGY17484154411246,781.08,groceries
2024-12-15,WTTC40473438268107,1066.09,groceries
2024-11-02,OLKV71103949021600,1950.42,donations
2024-05-12,VNWF45397979718773,1338.86,subscriptions
2024-04-02,NXWC86960639517211,1383.21,dining
2024-09-22,YGED53740440176153,227.06,travel
2024-07-13,ZHTM25641695974383,1511.69,insurance
2024-09-10,IELR78899642806813,672.57,travel
2024-01-20,ASRQ43021326398966,509.05,utilities
2024-10-19,BZTQ73844431727641,1999.05,education
2024-09-12,UZLA58423713576492,203.27,health_and_fitness
2024-04-16,BTOS40464306140749,1131.92,donations
2024-02-22,KVJX90540405628125,1051.57,health_and_fitness
2024-01-10,JIMI18385213417664,828.04,travel
2024-02-16,PDEH24605165382071,1542.85,health_and_fitness
2024-08-25,DXZA48152029173344,1088.06,shopping
2024-08-05,TBPS00987133219821,1214.26,donations
2024-03-08,JFOG29161117853463,1618.2,travel
2024-11-11,GOIQ76839263612242,1389.98,home_improvement
2024-11-25,HQUD83219523756946,276.41,donations
2024-10-30,JEZJ13008123621234,648.35,transportation
2024-07-13,EGNB33252208701505,964.97,dining
2024-01-17,SDNQ57304419441041,113.1,insurance
2024-05-01,WMJN49746630507178,657.13,subscriptions
2024-08-15,OKUV61781867769142,568.49,health_and_fitness
2024-11-06,YJXI78407412241184,234.19,misc
2024-04-17,YYKJ06591464349892,486.27,utilities
2024-09-04,NPJM02307499288157,375.61,subscriptions
2024-02-14,DSSM55258160916880,1228.56,subscriptions
2024-04-24,GDAL51336742434734,1166.26,dining
2024-04-16,FKXP63174963572935,540.84,subscriptions
2024-05-30,SXQO49104058795230,1926.91,health_and_fitness
2024-08-21,LIHI21362650029606,382.83,shopping
2024-04-09,LWNR57991726007469,875.8,health_and_fitness
2024-07-22,ZDBT51826000022822,1519.49,misc
2024-04-22,ZGBB35219130382009,410.23,shopping
2024-02-26,DMMA50281407933916,502.53,home_improvement
2024-12-17,NYAM43943411628207,1998.82,subscriptions
2024-02-07,TTKE55431241824512,1593.61,dining
2024-08-24,DHMF98659963481352,1078.54,home_improvement
2024-10-19,HBRA63953183412523,1258.41,utilities
2024-08-23,QIJA30265877565012,537.79,health_and_fitness
2024-03-09,MHYI20042791756089,530.88,utilities
2024-07-19,TKFZ37224777792003,819.31,dining
2024-09-27,WQCB73933748873859,1305.74,health_and_fitness
2024-10-01,AOXJ01419103780133,563.61,education
2024-12-20,ZHGP67513587971802,1951.74,transportation
2024-05-16,OYZW54893617722021,1629.83,donations
2024-07-06,RSQQ41051166311937,312.69,groceries
2024-06-07,KGKV94072445470776,1010.28,shopping
2024-03-19,FMUV68988691543004,800.18,health_and_fitness
2024-07-24,HWIJ33449857758213,1552.41,education
2024-02-26,VTTD82104876228562,1878.44,travel
2024-01-24,CIZN63506532526964,1049.76,donations
2024-01-11,LQBK18814220913723,1899.78,health_and_fitness
2024-08-21,QFBM42833486760801,1296.37,insurance
2024-01-29,IFMC92924775014173,19.09,business
2024-03-11,VPBB25521128492433,1806.39,home_improvement
2024-04-08,SGMW81541880423147,1851.62,health_and_fitness
2024-07-16,SHNJ15826256246763,118.93,misc
2024-10-21,KINC55317279368783,1845.58,health_and_fitness
2024-11-14,NJGK76617963550759,1727.74,subscriptions
2024-09-07,GEQG40060038464405,20.85,entertainment
2024-04-16,KJWH02336657044508,74.14,education
2024-05-28,BXDQ97441839843777,758.17,business
2024-07-13,EYSW93146814540635,91.37,shopping
2024-05-29,JUMX32445389537810,887.44,travel
2024-04-22,BSWZ86145837586175,814.63,groceries
2024-05-18,IDTH67053202504525,1725.25,home_improvement
2024-01-28,LRZH55490898208843,1979.31,misc
2024-07-01,GTBP42177288810229,465.84,health_and_fitness
2024-02-15,BENH44649088293558,10.1,health_and_fitness
2024-06-22,BJLG32040796567020,1977.07,home_improvement
2024-06-25,UWKC08757624033960,538.53,health_and_fitness
2024-06-07,FBRR36780216652483,526.5,home_improvement
2024-07-23,QPEN67756669555992,600.83,groceries
2024-03-11,BVTL47821189987650,538.5,health_and_fitness
2024-04-30,MSQH56165074697619,1826.37,transportation
2024-09-01,BVPY39307411506836,1048.1,entertainment
2024-02-18,OWCU82439666559557,128.02,dining
2024-09-02,HYOX65762241847025,1200.13,groceries
2024-11-19,IBZU78076880303477,1277.12,shopping
2024-07-17,LXWQ54028220795002,1012.82,dining
2024-02-19,OHGG00287224311625,682.64,dining
2024-09-28,LYEO98348112807860,1989.35,utilities
2024-03-18,CAMM75507180209039,43.16,groceries
2024-06-20,WDIA00881865702233,1383.67,travel
2024-09-25,FRQB95448173832512,703.76,education
2024-11-26,FLQG96371003979946,238.68,travel
2024-02-08,YNJP33235772019922,1474.51,health_and_fitness
2024-02-24,IQTZ17023501804978,1744.33,groceries
2024-03-11,YQLJ80773635749318,1286.93,home_improvement
2024-09-21,GIFS65851933268660,1393.47,utilities
2024-10-20,JAVU52505186314915,752.49,donations
2023-12-28,MDGQ70070754700183,956.95,insurance
2024-11-17,TDCB19199904787374,495.93,travel
2024-03-20,JTVY58177775257172,1555.88,business
2024-02-10,KDZC88717882272133,679.1,business
2024-12-12,TDPW37079003354502,1919.02,donations
2024-09-20,BPLO14132703008757,1687.62,health_and_fitness
2024-11-17,ZVWL81354529423822,1909.03,education
2024-06-04,HNUY66085996837418,1859.74,shopping
2024-11-15,BCHF67247947380941,1783.2,home_improvement
